"X","Y","species","ID","diam1","status.x","diam2","status.y","growth","surv","size_class","n_con","n_het","BAc5","BAh5","BAc10","BAh10","BAc15","BAh15","BAc20","BAh20","gap","myc","shade","drought","waterlogging","diameter","count","habit","ph","tec","org","alt","tecat","camg","cations"
23.7,35.7,"CATO",755,2.9,1,2.8,6,-0.0125,1,"sap",3,6,0,4755.39,0,10648.69,0,20239.17,0,39812.2,27.33378,"ecm",2.2,3,1.26,3.308163,147,"tree",5.842312,12.91861,8.509355,-3.07119353883636,77.8803253406285,5.81291917612767,-0.00758872974172153
23.7,153.4,"CAGL",1063,2.1,1,3,1,0.1125,1,"seed",0,0,0,2244.55,0,12790.29,8.042477,20962.98,45.82013,51053.8,29.23395,"ecm",2.69,4,1.16,6.815116,86,"tree",6.156972,10.96141,8.447946,-2.14961957045768,85.3195016826963,5.01995250757326,0.00982999805502918
23.7,200,"JUVI",1176,3.2,1,3.5,1,0.0375,1,"sap",1,7,0,5316.274,0,12905.12,0,22049.17,0,46924.01,33.01432,"am",1.28,4.65,1.19,3.837329,659,"tree",5.81994,10.80668,8.68698,-0.265016262377517,77.0924914695294,4.49333925386526,-0.0078083429425537
23.7,229.7,"COFL",1259,5.4,1,6.7,1,0.1625,1,"sap",10,1,0,3976.628,0,10217.52,165.13,31889.53,165.13,46469.94,36.73616,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.330555,9.028384,8.912882,0.988077455094838,64.9616758730891,4.15902967400501,-0.0630241287370801
23.8,20.2,"MORU",687,4.7,1,5.1,1,0.05,1,"sap",1,12,0,6470.126,0,9611.451,0,24273.39,0,47110.94,19.41348,"am",2.34,2.88,1.57,2.919271,192,"tree",5.923024,12.81438,8.586774,-2.85598538059577,79.6744724365166,5.82199334468004,0.00394791029150367
23.8,20.2,"MORU",688,2.9,1,4,1,0.1375,1,"sap",1,12,0,6470.126,0,9611.451,0,24273.39,0,47110.94,19.41348,"am",2.34,2.88,1.57,2.919271,192,"tree",5.923024,12.81438,8.586774,-2.85598538059577,79.6744724365166,5.82199334468004,0.00394791029150367
23.8,132.6,"ACRU",1012,4.6,1,4.5,1,-0.0125,1,"sap",2,10,0,158.3677,283.5287,10000.16,283.5287,26591.43,283.5287,48230.49,31.93428,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.677401,11.12922,8.387733,-2.93724165650174,73.7872003829958,5.2354124111299,-0.0395590656736065
23.8,134.8,"CAGL",1013,2.2,1,NA,3,NA,0,"seed",0,3,19.80774,2325.368,34.32975,10648.5,42.37223,25020.77,73.54468,50214.15,31.97445,"ecm",2.69,4,1.16,6.815116,86,"tree",5.734945,11.07136,8.392558,-2.86259987264821,75.2559521611537,5.21371875817718,-0.0343381452824205
23.8,184.5,"COFL",1141,7.4,1,7.4,1,0,1,"sap",1,1,0,4820.86,126.6769,12157.39,576.5844,28471.48,576.5844,44475.5,28.48238,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.993754,11.22965,8.590167,-0.873290016438636,80.6256578613532,4.67221650322424,0.00749801818779801
23.9,28.4,"QUAL",690,3.2,1,3.5,1,0.0375,1,"sap",0,11,0,336.5353,0,10174.17,0,27975.8,0,45080.1,23.13041,"ecm",2.85,3.56,1.43,7.020213,282,"tree",5.903094,12.86121,8.542524,-2.96326396534466,79.3776978768483,5.82226703046552,9.05335611565538e-05
23.9,31.3,"COFL",691,2.6,1,NA,2,NA,0,"sap",1,10,0,4212.137,0,9573.328,0,28386.21,0,38712.23,24.851,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.885123,12.88227,8.528218,-3.00217253109152,78.9603118522536,5.82021384459723,-0.00241886332972783
23.9,128.5,"NYSY",1014,2,1,2.1,1,0.0125,1,"seed",0,1,0,1600.178,7.547676,10826.46,7.547676,27206.35,7.547676,46775.46,31.5115,"other",3.52,2,1.87,4.075186,403,"tree",5.585106,11.25861,8.378502,-3.06367358261532,71.3934538806485,5.27604969711776,-0.0473691467002289
23.9,149.8,"CECA",1064,8.2,1,NA,3,NA,0,"sap",0,7,0,2286.302,0,10277.15,0,21415.7,0,48708.95,29.99533,"am",3,4.05,1.31,2.754654,924,"shrub-tree",6.097159,10.93163,8.433214,-2.2880512811083,84.0270235441568,5.06011705377528,0.00249907841530681
23.9,164.4,"COFL",1109,3.3,1,3.8,1,0.0625,1,"sap",2,3,0,2101.458,449.9075,9228.318,449.9075,26774.95,449.9075,46657.12,25.98667,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.272813,11.10696,8.488782,-1.68496510891651,87.5654181648242,4.90088833111164,0.0252472442501603
23.9,222.4,"LITU",1216,2.4,1,3,1,0.075,1,"seed",0,3,0,2299.889,248.4529,8612.331,4845.561,15055.78,10271.92,29316.98,29.8114,"am",2.07,2.6,1.3,6.188298,94,"tree",5.487522,9.480125,8.849638,0.66651950121996,68.9818070618845,4.24007844968766,-0.046110829796368
24,122.3,"CAOV",952,9.6,1,10.3,1,0.0875,1,"sap",0,5,0,4654.701,518.7476,12020.47,518.7476,22546.32,518.7476,41333.53,30.3058,"ecm",3.4,3,1.38,2.205929,624,"tree",5.496653,11.50945,8.367382,-3.23425459048717,69.0032891331584,5.33516162887341,-0.0529687340197138
24.1,20.4,"ACRU",692,3.2,1,3.8,1,0.075,1,"sap",1,13,0,6470.126,0,9611.451,0,23084.92,543.2521,47080.87,19.36377,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.92617,12.82017,8.58311,-2.83782995839596,79.7425959418947,5.82579272107326,0.00411197155418581
24.1,21.6,"CATO",693,4.7,1,6.5,1,0.225,1,"sap",1,10,0,1089.119,0,10236.31,0,25811.46,0,46623.61,19.7813,"ecm",2.2,3,1.26,3.308163,147,"tree",5.92573,12.82574,8.576497,-2.85526468497326,79.7706785154141,5.82607036544423,0.00386035531319283
24.1,196.6,"ACRU",1177,10.2,1,11.2,1,0.125,1,"sap",1,7,0,2759.088,394.0814,14089.69,394.0814,25028.07,543.6526,45679.06,32.92294,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.793244,10.94097,8.659568,-0.390403544499728,76.328836637225,4.5345198945578,-0.00920826134213942
24.2,79.5,"FRAX",843,2.8,1,3.7,1,0.1125,1,"sap",0,3,0,3237.93,134.7822,11481.25,134.7822,29475.14,134.7822,36626.93,37.08884,"am",2.98,NA,NA,3.303949,785,"tree",5.752996,13.24252,8.369617,-3.56684907645755,75.5861148225018,5.66164140860826,-0.0278306163435417
24.3,208.4,"MORU",1218,3.5,1,4.4,1,0.1125,1,"sap",0,2,0,0,0,9727.627,0,22664.31,0,41137.69,31.82409,"am",2.34,2.88,1.57,2.919271,192,"tree",5.81827,10.36546,8.737473,0.0827468314890261,77.1938991835546,4.39982888270843,-0.0107497818318682
24.4,159.5,"FAGR",1066,5.4,1,5.7,1,0.0375,1,"sap",2,2,147.4114,3387.187,366.4511,8082.839,1354.403,20537.92,1354.403,38496.97,27.62194,"ecm",4.75,1.5,1.5,4.154795,146,"tree",6.234256,11.02287,8.462489,-1.86788388000808,86.9109617360002,4.95894631230536,0.0196499001625204
24.4,165,"COFL",1111,3.3,1,3.4,1,0.0125,1,"sap",3,2,0,1974.138,449.9075,9143.684,449.9075,25415.77,449.9075,49037.21,25.78509,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",6.273071,11.10767,8.485301,-1.64053556288055,87.5488388504048,4.89785712363424,0.0253011666614874
24.4,196,"COFL",1179,2.3,1,NA,3,NA,0,"seed",0,0,54.75011,2940.429,269.4858,14587.58,482.9256,25891.47,837.5407,49281.21,32.89805,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.784949,10.95956,8.651891,-0.407008339531967,76.0982320827419,4.54302819546343,-0.00972849269058047
24.4,213.8,"JUVI",1219,3,1,3.8,1,0.1,1,"sap",0,2,0,1143.053,0,4608.795,0,20938.02,0,37038.65,30.23709,"am",1.28,4.65,1.19,3.837329,659,"tree",5.714403,10.03353,8.775944,0.305967097048911,74.6379127309661,4.3386926057557,-0.0222439768996981
24.5,37.5,"CECA",757,2.2,1,3.2,6,0.125,1,"seed",0,1,84.07687,593.1877,269.745,9483.455,301.9856,23672.98,333.4801,42178.03,27.792,"am",3,4.05,1.31,2.754654,924,"shrub-tree",5.841093,12.94358,8.49409,-3.05191435644684,77.790196057339,5.82025417668617,-0.00846916247948589
24.5,134.8,"CACR",1016,2,1,2.4,1,0.05,1,"seed",1,2,138.772,2426.888,460.4868,10674.73,672.6621,28307.4,933.1158,48661.57,31.68284,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.731076,11.05036,8.384511,-2.83094370767101,75.1488577551211,5.22007967438284,-0.0343563567484197
24.5,134.8,"CACR",1015,3.2,1,3.6,1,0.05,1,"sap",7,3,0,2390.461,0,10272.31,0,26855.25,149.5712,45981.49,31.68284,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.731076,11.05036,8.384511,-2.83094370767101,75.1488577551211,5.22007967438284,-0.0343563567484197
24.5,144.9,"CACR",1067,2.6,1,3.7,1,0.1375,1,"sap",2,5,0,2206.215,0,10059.69,0,25551.1,0,47323.88,30.83211,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",6.000201,10.91403,8.410814,-2.4565346441179,81.8122781462247,5.11686496570195,-0.0082158933449721
24.6,56,"ACRU",808,6.3,1,7.2,1,0.1125,1,"sap",1,6,0,1472.794,814.3322,4819.918,814.3322,13131.29,814.3322,26260.77,31.51444,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.695204,13.16965,8.422248,-3.29685576494712,73.8825917882401,5.77524211125594,-0.0277604419772031
24.6,134,"CACR",1017,6,1,6.8,1,0.1,1,"sap",8,2,0,1260.996,0,10283.69,0,25339.92,149.5712,47685.87,31.62341,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.708792,11.06701,8.381585,-2.85387265393461,74.5795832097461,5.22894520358246,-0.0363487669271395
24.6,134,"CACR",1018,5.2,1,5.6,1,0.05,1,"sap",8,2,0,1260.996,0,10283.69,0,25339.92,149.5712,47685.87,31.62341,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.708792,11.06701,8.381585,-2.85387265393461,74.5795832097461,5.22894520358246,-0.0363487669271395
24.6,144.9,"CACR",1068,10.2,1,11.8,1,0.2,1,"sap",2,5,0,2206.215,0,10059.69,0,25551.1,0,47323.88,30.81883,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.999912,10.91153,8.409644,-2.45199597852561,81.8051848690098,5.11772001471973,-0.00819194189889786
24.7,203.8,"OXAR",1180,3.2,1,NA,4,NA,1,"sap",1,3,0,3297.416,0,10094.27,925.5525,21271.57,1517.821,39549.93,32.80433,"eric",2.7,3,1.12,5.112033,482,"shrub-tree",5.827921,10.61405,8.6999,-0.094519629409649,77.3577373067809,4.45450640820463,-0.00784813736847692
24.8,99,"COFL",921,5.3,1,NA,2,NA,0,"sap",0,3,0,3643.266,0,13085.44,0,24402.32,0,43286.58,27.85254,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.752528,12.64633,8.345368,-3.57155808876819,75.6937402936352,5.53864403907404,-0.0289790716422359
24.9,26.6,"ACRU",695,3.6,1,4.4,1,0.1,1,"sap",3,11,0,488.282,543.2521,13659.27,543.2521,25293.35,543.2521,42709.36,21.60044,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.930191,12.86361,8.543018,-2.87414129955834,79.9582178679278,5.8355523054799,0.00264559730677175
25.1,134.3,"CACR",1019,2.2,1,2.3,1,0.0125,1,"seed",1,1,138.772,3824.701,447.2843,11184.6,672.6621,26755.76,938.4251,49685.08,31.39595,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.713962,11.04473,8.376529,-2.82040406545545,74.7053886270262,5.23054722885138,-0.0356339004757546
25.1,234.8,"COFL",1260,3.2,1,NA,2,NA,0,"sap",4,0,0,3929.41,0,13273.94,0,30521.52,165.13,42337.81,41.76238,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.248455,8.729577,8.938416,1.22428600722925,62.8064979427842,4.10764130852859,-0.0719763765634244
25.2,219.2,"COFL",1220,2.9,1,NA,2,NA,0,"sap",0,2,0,1795.365,165.13,8544.087,165.13,16364.14,165.13,39289.97,29.581,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.551474,9.673689,8.807055,0.542551687490256,70.5277635806076,4.28067962080381,-0.0386891891315195
25.3,90.5,"CACR",893,2.1,1,3.7,1,0.2,1,"seed",1,0,0,6968.092,7.068583,17599.96,7.068583,35926.13,7.068583,42225.24,32.89886,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.832924,12.96049,8.344866,-3.57527295304632,77.801016575296,5.60496784439324,-0.0221275500693939
25.3,120.5,"ACRU",956,2.7,1,4.2,1,0.1875,1,"sap",4,2,0,5782.125,0,10280.26,0,24171.08,283.5287,42091.64,29.47443,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.472782,11.54723,8.35052,-3.22238884661439,68.3594046690781,5.36440973787944,-0.0535790184435417
25.3,157.8,"FAGR",1069,11.8,1,13.3,1,0.1875,1,"sap",1,1,147.4114,2696.233,308.0175,10588.49,1354.403,23569.27,1354.403,40336.75,28.13506,"ecm",4.75,1.5,1.5,4.154795,146,"tree",6.209735,10.98106,8.445096,-1.900047761208,86.4345291792303,4.98466866697437,0.0164327351605827
25.4,90.3,"COFL",895,6.1,1,NA,2,NA,0,"sap",0,3,0,6742.235,0,17007.73,0,34585.27,0,40011.3,32.98295,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.834115,12.96362,8.344006,-3.57154391355823,77.8326867766628,5.6074452842975,-0.0219896840769365
25.4,97.3,"ACRU",922,3.5,1,3.5,6,0,1,"sap",1,2,0,304.8052,0,14275.8,2215.71,23545.45,5244.967,42077.93,28.42279,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.783568,12.69918,8.339585,-3.55793209465998,76.5703724186217,5.557829192268,-0.0262712291803043
25.4,150.3,"CATO",1070,2.7,1,3.7,1,0.125,1,"sap",1,4,0,2056.644,0,8141.728,0,22734.65,0,45617.92,29.84304,"ecm",2.2,3,1.26,3.308163,147,"tree",6.099644,10.90031,8.417164,-2.20107318375168,84.0809352248932,5.06715688674901,0.00322528630976275
25.4,164.7,"FAGR",1115,3.1,1,4,1,0.1125,1,"sap",0,4,0,1948.691,366.4511,11653.65,1163.269,21391.6,1354.403,48560.76,25.90025,"ecm",4.75,1.5,1.5,4.154795,146,"tree",6.267373,11.08581,8.471907,-1.61325870961769,87.4493755534394,4.90859927783675,0.0243394121641739
25.4,227.8,"COFL",1261,2.1,1,3.3,1,0.15,1,"seed",2,0,84.19468,3963.857,603.39,13074.24,878.0123,23845.84,984.2374,46087.56,34.44921,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.346315,9.120341,8.874267,0.91571949236312,65.3157291730246,4.18515819542046,-0.0605152125750194
25.5,47.7,"COFL",758,11,1,11.1,1,0.0125,1,"sap",2,6,0,582.8597,0,3572.046,0,22256.35,0,33318.88,29.86539,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.743679,13.06352,8.442958,-3.14431180086602,75.2406851968056,5.81147643099963,-0.0199628652283387
25.5,228.8,"COFL",1262,2.6,1,NA,3,NA,0,"sap",10,3,0,3941.442,0,12800.72,165.13,24055.69,165.13,43033.91,35.54169,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.329536,9.058601,8.881358,0.960381865612273,64.8827998512794,4.17441871317485,-0.0624018061848253
25.6,88.2,"CACR",896,2,1,3.5,1,0.1875,1,"seed",1,0,0,6356.754,7.068583,21480.68,7.068583,31745.63,7.068583,41964.49,34.1661,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.833601,13.02108,8.343945,-3.56143890545727,77.7943708465599,5.62375447447845,-0.0218814297920579
25.6,140.1,"CACR",1020,5.5,1,5.5,1,0,1,"sap",4,1,0,4557.304,0,11491.2,0,21436.82,0,51189.02,31.11263,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.875746,10.92374,8.384721,-2.58884848697632,78.7810230044055,5.17629529377281,-0.0201042609035148
25.6,211.7,"ACRU",1221,2.1,1,3.3,6,0.15,1,"seed",0,0,0,319.0523,394.0814,3859.934,461.3586,20245.14,702.6408,41396.61,31.15696,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.752758,10.15185,8.744697,0.236806686952997,75.5437320396437,4.36773464524276,-0.0172970499826523
25.7,191.7,"ACRU",1143,2.5,1,NA,2,NA,0,"seed",0,0,69.35851,2250.503,209.3322,14685.5,866.6633,27073.65,979.6664,49167.89,32.15176,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.771791,11.07724,8.608583,-0.541505329401957,75.5595705583969,4.60006717227243,-0.0102511676961775
25.7,191.8,"ACRU",1144,3.8,1,NA,2,NA,0,"sap",3,3,0,2207.511,0,14341.83,543.6526,27292.75,543.6526,47452.34,32.18309,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.770435,11.07462,8.609193,-0.53768471938034,75.5312859481686,4.59890274037444,-0.0103638299150897
25.8,26.6,"ACRU",697,2.2,1,2.5,1,0.0375,1,"seed",0,1,41.53971,696.2005,67.74845,10742.94,762.8965,26854.53,997.7227,51431.14,21.14204,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.947965,12.87577,8.535285,-2.81455546136948,80.3413661044866,5.84680016813375,0.00387706037348433
25.8,49.8,"CACR",809,4.2,1,4.6,1,0.05,1,"sap",0,7,0,736.7977,0,2879.254,0,18332.39,0,30206.29,30.11622,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.73742,13.08899,8.432364,-3.16039472274236,75.0543438692118,5.80943385632972,-0.0211812159280774
25.8,137.9,"CACR",1021,3.8,1,4.5,1,0.0875,1,"sap",6,1,0,4924.344,0,10440.12,0,22157.26,0,49713.06,31.10891,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.812383,10.95058,8.376883,-2.66009899235792,77.1940835149874,5.20063005506375,-0.0260800421144284
25.8,191.6,"ACRU",1145,2.7,1,NA,2,NA,0,"sap",3,3,0,2207.511,0,13944.22,543.6526,25471.84,543.6526,48067.38,32.13247,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.770487,11.07856,8.606717,-0.542780543131629,75.5201819715546,4.60180276076164,-0.0103394932828814
25.8,191.8,"ACRU",1146,7.7,1,7.7,1,0,1,"sap",3,3,0,2207.511,0,13944.22,543.6526,25471.84,543.6526,47452.34,32.19564,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.767714,11.07336,8.607936,-0.535150626957412,75.4621594609979,4.59947257755056,-0.010569187506286
25.9,114.8,"ACRU",958,3.7,1,NA,2,NA,0,"sap",4,1,0,2049.536,0,12406.13,0,22621.99,0,37023.55,28.10114,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.449304,11.80861,8.338049,-3.32266467915436,67.650631032503,5.421472539275,-0.0531066950591819
25.9,233,"COFL",1263,2.6,1,NA,3,NA,0,"sap",7,2,0,3250.543,0,11636.66,165.13,30693.42,165.13,43980.98,39.96755,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.273156,8.813431,8.912039,1.14825124552539,63.4303693333279,4.12947501879005,-0.0690414363847855
26,38.2,"CECA",759,2.8,1,NA,2,NA,0,"sap",8,4,0,543.2521,0,8898.946,0,17500.01,0,35320.02,27.52948,"am",3,4.05,1.31,2.754654,924,"shrub-tree",5.868951,12.96227,8.477601,-2.97928045634353,78.4053127078763,5.83777509898702,-0.00634130025940528
26,39.8,"CECA",760,3,1,3.5,6,0.0625,1,"sap",6,4,0,0,0,8726.912,0,17034.82,0,35517.15,28.10738,"am",3,4.05,1.31,2.754654,924,"shrub-tree",5.848915,12.97758,8.470575,-3.00331852792609,77.8919963489978,5.83505454848548,-0.00840487374293506
26,191.8,"ACRU",1147,2.7,1,NA,2,NA,0,"sap",3,3,0,2886.378,0,13944.22,543.6526,25239.49,543.6526,47098.73,32.21975,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.762208,11.07082,8.605423,-0.530083485044799,75.3223858008696,4.60061465573579,-0.0109845538010784
26.1,149.6,"MORU",1071,2.5,1,NA,4,NA,1,"seed",0,2,0,2382.05,24.60652,7942.213,31.21172,26966.55,50.10055,47585.08,29.92987,"am",2.34,2.88,1.57,2.919271,192,"tree",6.084808,10.88096,8.406663,-2.19715363038767,83.7510648367637,5.08052551427325,0.00174786409841095
26.1,174.6,"ACRU",1116,5.7,1,6.5,6,0.1,1,"sap",0,1,0,2142.99,149.5712,9923.734,149.5712,21355.12,149.5712,45217.22,23.90415,"am",3.44,1.84,3.08,3.795745,1927,"tree",6.238202,11.2025,8.509166,-1.18958098193466,86.2518005342157,4.80092571265412,0.024951788708635
26.2,47.6,"COFL",761,5.6,1,5.1,1,-0.0625,1,"sap",2,6,0,582.8597,0,2902.384,0,22423.76,0,33466.29,29.67188,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.761037,13.06299,8.436936,-3.10929507523028,75.6729126380209,5.82035948622242,-0.0180403790537778
26.2,202.1,"COFL",1181,5.7,1,7.4,1,0.2125,1,"sap",0,5,0,394.0814,0,10389.87,126.6769,23936.62,291.8068,38716.64,33.10491,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.799044,10.6812,8.669104,-0.132163698797292,76.584162691377,4.48158370740517,-0.00904016286595356
26.2,228.7,"COFL",1264,2.7,1,NA,2,NA,0,"sap",10,3,0,3941.442,0,11956.72,165.13,24321.6,165.13,46147.96,35.42294,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.323199,9.05561,8.871281,0.960890400547238,64.6968625384848,4.17777020125298,-0.0627687195033209
26.3,127.8,"CACR",959,3.6,1,3.7,1,0.0125,1,"sap",5,2,0,1820.773,0,15077.23,0,27069.02,149.5712,38539,30.23151,"ecm",4.58,2.02,2.3,3.496869,543,"shrub-tree",5.551881,11.2073,8.350194,-2.9738725986512,70.4980766676299,5.30558284122163,-0.0490632110204633
26.4,25.7,"COFL",698,5,1,6.5,1,0.1875,1,"sap",1,10,0,488.282,0,11797.66,0,23036.52,0,46705.74,20.42467,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.960946,12.87909,8.534883,-2.75957678248742,80.6006146436624,5.85460861635935,0.00514405537049956
26.4,42.3,"CECA",762,3.4,1,NA,2,NA,0,"sap",6,2,0,366.4354,0,4731.199,0,18772.28,0,41107.4,28.66646,"am",3,4.05,1.31,2.754654,924,"shrub-tree",5.82602,13.0051,8.456348,-3.01944924325393,77.2948863084552,5.83521900637636,-0.0108358577681632
26.4,206.4,"OXAR",1182,2.9,1,NA,2,NA,0,"sap",1,3,0,0,0,11831.49,925.5525,20805.07,1517.821,36230.56,32.49927,"eric",2.7,3,1.12,5.112033,482,"shrub-tree",5.816383,10.45509,8.696205,0.0385245317179622,77.0698633495635,4.43257057740802,-0.00891677571344288
26.4,226.2,"LIST",1265,2.7,1,2.9,1,0.025,1,"sap",0,10,0,5380.92,136.8478,12583.29,275.7769,21540.72,1303.91,44312.78,33.02036,"am",1.59,2.92,2.69,6.776471,289,"tree",5.356979,9.206573,8.847784,0.853725570833958,65.5447224826875,4.2062960093787,-0.0586567296857472
26.4,229.2,"COFL",1266,2.3,1,NA,3,NA,0,"seed",2,0,115.9248,3963.857,357.6939,13480.57,845.8503,25583.47,1004.469,44819.77,35.94939,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.314716,9.023139,8.872867,0.984113959185842,64.4746227587357,4.17286819269531,-0.0636882903932358
26.5,184.5,"COFL",1148,5.7,1,6,1,0.0375,1,"sap",1,1,0,4222.984,126.6769,11970.1,576.5844,28432.58,576.5844,43733.36,28.6133,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.955484,11.19466,8.556487,-0.793755123051046,79.6408366292482,4.68877918977214,0.00440877945178052
26.5,197,"ACRU",1183,2.9,1,3.2,6,0.0375,1,"sap",1,8,0,4752.829,394.0814,12151.66,394.0814,25446.3,543.6526,44474.44,33.21959,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.744011,10.8976,8.631679,-0.320824534445425,75.0865479504211,4.54266043182635,-0.0125736281319259
26.5,222,"COFL",1222,2.4,1,NA,2,NA,0,"seed",0,1,15.6844,1685.92,463.0629,9994.953,727.0352,21137.03,1111.503,37840.96,30.57969,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.446807,9.474454,8.812288,0.674801067268677,67.8176787164622,4.25391301187741,-0.0487968377331049
26.6,23.8,"CATO",699,2.4,1,2.7,1,0.0375,1,"seed",0,2,17.34945,1019.007,101.9211,10990.59,170.4942,27231.84,242.2089,47501.28,19.5517,"ecm",2.2,3,1.26,3.308163,147,"tree",5.963747,12.87289,8.543335,-2.71451144330105,80.6090069341446,5.85745032901203,0.00597953340068449
26.7,198.2,"JUVI",1184,2.3,1,3,6,0.0875,1,"seed",1,2,15.59015,4941.301,15.59015,13023.12,35.6021,25059.39,47.97997,44578.91,33.28468,"am",1.28,4.65,1.19,3.837329,659,"tree",5.751162,10.84806,8.636908,-0.270929544947284,75.2985238185165,4.52970103341055,-0.0120432873045841
26.8,37.2,"CECA",763,2.8,1,NA,2,NA,0,"sap",7,2,0,1513.627,0,10648.69,0,17346.07,0,37278.3,26.78136,"am",3,4.05,1.31,2.754654,924,"shrub-tree",5.901192,12.95954,8.475026,-2.91783634622817,79.174370547619,5.84931025692773,-0.00343031340632012
26.8,117.2,"ACRU",960,2.9,1,2.9,1,0,1,"sap",4,2,0,4512.544,0,12797.1,0,25694.02,283.5287,41070.64,28.44578,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.447755,11.65604,8.330391,-3.23003845868548,67.6708405109729,5.40933980361204,-0.0534880801862331
26.8,218.1,"ACRU",1223,2.1,1,2.9,1,0.1,1,"seed",1,0,0,2551.947,9.079203,7395.647,54.2396,16562.31,517.546,37142.7,30.27523,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.557791,9.72627,8.777626,0.514639216296664,70.6150371811417,4.29942610031397,-0.0370163000997423
26.9,20.3,"ACRU",700,3.1,1,4.7,1,0.2,1,"sap",2,13,0,3267.107,0,11787.78,0,27290.14,543.2521,48677.21,18.35077,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.959294,12.86278,8.560145,-2.63368924543188,80.3880469366992,5.86081676497598,0.00635945155523733
26.9,108.6,"ACRU",923,2.1,1,2.5,1,0.05,1,"seed",1,1,6.605199,0,191.1109,9400.548,372.6871,19839.73,478.8651,45434.64,26.6998,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.527237,12.09628,8.323568,-3.38530324246501,69.6779140492276,5.48494827392038,-0.0453099899225169
26.9,226.3,"COFL",1267,2.3,1,3.1,1,0.1,1,"seed",2,0,97.40508,5420.967,533.9608,12900.03,830.2287,20327.42,1008.42,47119.9,33.20323,"am",4.87,2.92,1.1,3.821149,2681,"shrub-tree",5.346456,9.193926,8.842059,0.862032963821407,65.2549390468975,4.20689778282483,-0.0595092167073635
27,28.5,"ACRU",702,3.4,1,4,1,0.075,1,"sap",2,6,0,1921.775,543.2521,8884.071,543.2521,22338.04,543.2521,48090.91,21.5365,"am",3.44,1.84,3.08,3.795745,1927,"tree",5.970368,12.90123,8.515243,-2.76468355950764,80.8589996157899,5.86093726185846,0.0046454036941718
